LAT;-17,248257;;;;;;;;;;;;;
LONG;-50,130914;;;;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Velocidade Máxima do Vento [m/s];Direção do Vento [deg];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Horário;avg;avg;avg;avg;avg;sum;time;avg;max;avg;last;last;avg;Daily ET0 [mm]
2020-06-13 04:00:00;16,66;14,5;0;0,23;87,34;0;0;1,4;2,9;43;0;6334;1;
2020-06-13 03:00:00;16,3;14,3;0;0,21;88,49;0;0;1;2,6;64;0;6340;1;
2020-06-13 02:00:00;16,96;14,5;0;0,27;85,75;0;0;1,1;2,2;49;0;6351;2;
2020-06-13 01:00:00;18,01;14,6;0;0,38;81,04;0;0;1,6;3,1;46;0;6357;2;
2020-06-13 00:00:00;18,72;14,7;0;0,47;77,73;0;0;1,6;3,1;56;0;6365;3;3,9
2020-06-12 23:00:00;19,99;14,2;0;0,7;70,27;0;0;1,2;2,6;58;0;6371;4;
2020-06-12 22:00:00;22,12;13,2;0;1,14;57,44;0;0;0,7;1,8;81;0;6365;5;
2020-06-12 21:00:00;22,27;13,4;0;1,14;57,54;0;0;1;2,7;81;0;6374;5;
2020-06-12 20:00:00;23,93;12,6;0;1,49;49,52;0;0;1,3;2,1;21;0;6442;7;
2020-06-12 19:00:00;24,81;12,1;0;1,7;45,42;0;0;1,2;2,2;8;0;6596;8;
2020-06-12 18:00:00;27,94;11,8;42;2,38;37,16;0;0;0,9;2;20;599;6753;10;
2020-06-12 17:00:00;30,54;10,8;185;3,07;29,7;0;0;1,4;4,1;17;9571;6790;12;
2020-06-12 16:00:00;31,32;10,8;348;3,27;28,43;0;0;1,8;4,9;10;8656;6776;13;
2020-06-12 15:00:00;31,46;10,7;593;3,3;28,17;0;0;2,1;5,9;46;10060;6773;13;
2020-06-12 14:00:00;31,1;11,2;598;3,17;29,66;0;0;2,4;5,5;36;10103;6773;12;
2020-06-12 13:00:00;31,09;12,4;734;3,06;32,25;0;0;2,8;5,9;47;10113;6776;12;
2020-06-12 12:00:00;29,42;13,6;706;2,53;38,35;0;0;2,9;5,7;40;10156;6778;10;
2020-06-12 11:00:00;26,54;14,6;624;1,8;48,25;0;0;2,2;4,7;46;10156;6787;7;
2020-06-12 10:00:00;22,76;14;463;1,16;58,15;0;0;1,6;2,9;47;10137;6784;5;
2020-06-12 09:00:00;18,69;14,4;310;0,5;76,55;0;0;0,7;1,8;42;10089;6796;3;
2020-06-12 08:00:00;15,36;13,8;123;0,15;91,19;0;0;0,3;1,9;331;7889;6778;1;
2020-06-12 07:00:00;14,54;13,4;4;0,1;93,28;0;0;1,3;2,5;32;4826;6357;1;
2020-06-12 06:00:00;14,21;13,2;0;0,09;94,02;0;0;0,9;2,7;60;0;6346;0;
2020-06-12 05:00:00;14,36;13,1;0;0,12;92,46;0;0;0,6;2,4;52;0;6348;1;
2020-06-12 04:00:00;15,41;13,6;0;0,18;89,23;0;0;2;3,6;51;0;6357;1;
2020-06-12 03:00:00;16,41;13,5;0;0,3;83,27;0;0;1,4;2,9;46;0;6357;2;
2020-06-12 02:00:00;16,64;13,9;0;0,29;84,31;0;0;2,1;4,1;49;0;6360;2;
2020-06-12 01:00:00;17,09;13,9;0;0,34;82,03;0;0;2;3,6;55;0;6357;2;
2020-06-12 00:00:00;17,77;14,1;0;0,41;79,55;0;0;2;3,7;49;0;6360;2;3,8
2020-06-11 23:00:00;19,49;13,2;0;0,73;67,62;0;0;1,6;3,2;53;0;6351;4;
2020-06-11 22:00:00;20,69;13,2;0;0,91;62,55;0;0;1,5;2,6;49;0;6348;4;
2020-06-11 21:00:00;22,59;12,4;0;1,28;52,96;0;0;1,4;2,6;59;0;6348;6;
2020-06-11 20:00:00;24,19;10,9;0;1,7;44,51;0;0;1,2;2,3;54;0;6531;8;
2020-06-11 19:00:00;26,05;9,1;0;2,2;34,55;0;0;1,1;2,2;30;0;6610;10;
2020-06-11 18:00:00;28,72;8,8;52;2,8;28,95;0;0;0,8;2,6;24;877;6753;12;
2020-06-11 17:00:00;31,08;7,7;235;3,44;23,54;0;0;1,3;3,1;34;9523;6810;14;
2020-06-11 16:00:00;31,66;7,7;419;3,6;22,66;0;0;1,6;3,7;16;10070;6787;14;
2020-06-11 15:00:00;31,63;8,3;576;3,54;23,77;0;0;2;6,4;41;9950;6778;14;
2020-06-11 14:00:00;31,66;6,9;685;3,65;21,61;0;0;2,1;5,7;33;9998;6781;14;
2020-06-11 13:00:00;30,95;11,7;729;3,09;30,87;0;0;1,3;3,8;27;10075;6787;12;
2020-06-11 12:00:00;29,6;12,7;707;2,66;35,74;0;0;0,8;2,6;30;9940;6776;10;
2020-06-11 11:00:00;27,17;13;611;2,1;41,98;0;0;0,9;2,1;49;10055;6781;9;
2020-06-11 10:00:00;22,5;14,2;453;1,1;59,78;0;0;0,7;2;50;10046;6790;5;
2020-06-11 09:00:00;17,92;14;275;0,45;78,33;0;0;1;2,5;59;9998;6804;2;
2020-06-11 08:00:00;15,31;13,7;101;0,15;90,9;0;0;1;2,2;44;6997;6730;1;
2020-06-11 07:00:00;14,21;13,1;0;0,1;93,29;0;0;0,3;1,8;29;3690;6371;1;
2020-06-11 06:00:00;15,21;13,6;0;0,15;90,65;0;0;2,1;4;46;0;6357;1;
2020-06-11 05:00:00;15,07;13,6;0;0,14;91,57;0;0;1,4;3,4;66;0;6357;1;
2020-06-11 04:00:00;15,41;13,7;0;0,17;90,09;0;0;0,5;2,4;43;0;6357;1;
2020-06-11 03:00:00;16,52;13,9;0;0,27;85,18;0;0;1,7;3,8;20;0;6363;2;
2020-06-11 02:00:00;17,04;14,3;0;0,29;84,51;0;0;2,3;4,1;45;0;6368;2;
2020-06-11 01:00:00;17,6;14,6;0;0,33;83,05;0;0;2;3,9;49;0;6357;2;
2020-06-11 00:00:00;18,43;14,7;0;0,43;79,23;0;0;1,8;3,3;50;0;6368;2;4
2020-06-10 23:00:00;19,06;14,5;0;0,54;75,37;0;0;1,8;3;53;0;6374;3;
2020-06-10 22:00:00;22,09;12,4;0;1,2;54,73;0;0;1,1;2,8;51;0;6383;6;
2020-06-10 21:00:00;21,95;12,3;0;1,2;54,92;0;0;0,6;2,6;351;0;6368;6;
2020-06-10 20:00:00;24,93;11;0;1,82;41,93;0;0;1,1;2;52;0;6408;8;
2020-06-10 19:00:00;26,58;9,9;0;2,24;35,57;0;0;0,9;1,7;56;0;6588;10;
2020-06-10 18:00:00;28,86;9,9;55;2,74;30,86;0;0;0,8;1,9;57;1303;6747;11;
2020-06-10 17:00:00;31,29;7,9;243;3,49;23,5;0;0;1,8;4,7;41;9566;6796;14;
2020-06-10 16:00:00;31,96;9,6;397;3,53;25,33;0;0;2;5,4;24;10027;6778;13;
2020-06-10 15:00:00;32,09;9,3;565;3,59;24,62;0;0;2,3;5,4;38;10017;6776;14;
2020-06-10 14:00:00;31,28;12,6;664;3,09;32,15;0;0;2,4;5,1;52;10075;6767;12;
2020-06-10 13:00:00;30,79;14,3;696;2,79;36,94;0;0;2;4,9;29;10094;6784;11;
2020-06-10 12:00:00;29,41;15,3;679;2,34;42,73;0;0;1,4;3,8;35;10079;6781;9;
2020-06-10 11:00:00;26,44;15,6;602;1,66;51,83;0;0;1,8;4,6;37;10103;6787;7;
2020-06-10 10:00:00;23,12;16,5;455;0,94;67,1;0;0;1,4;3,5;38;10055;6796;4;
2020-06-10 09:00:00;19,21;16,3;289;0,36;83,91;0;0;1,9;3,7;47;9624;6778;2;
2020-06-10 08:00:00;16,3;15,6;97;0,06;96,2;0;0;1;2,1;42;6901;6642;0;
2020-06-10 07:00:00;15,2;14,8;4;0,03;97,77;0;0;0,6;2,4;21;6523;6365;0;
2020-06-10 06:00:00;15,34;14,9;0;0,03;97,69;0;0;0,6;2,1;17;0;6337;0;
2020-06-10 05:00:00;16,81;15,4;0;0,14;92,26;0;0;1,3;3,6;4;0;6334;1;
2020-06-10 04:00:00;17,22;15,8;0;0,15;91,81;0;0;2,5;4,1;40;0;6337;1;
2020-06-10 03:00:00;17,7;15,8;0;0,2;89,43;0;0;2,3;4,3;43;0;6337;1;
2020-06-10 02:00:00;18,42;15,9;0;0,29;85,76;0;0;2,1;3,4;44;0;6340;2;
2020-06-10 01:00:00;18,43;16,2;0;0,26;87,42;0;0;1,8;3,6;52;0;6331;1;
2020-06-10 00:00:00;19,29;16,2;0;0,37;83;0;0;1,9;3,1;44;0;6343;2;3,5
2020-06-09 23:00:00;20,26;15,8;0;0,57;75,71;0;0;2;3,3;42;0;6357;3;
2020-06-09 22:00:00;21,76;15;0;0,88;65,95;0;0;1,5;2,6;47;0;6365;4;
2020-06-09 21:00:00;22,99;14;0;1,19;57,33;0;0;0,6;2,5;6;0;6360;5;
2020-06-09 20:00:00;25,38;12,3;0;1,8;44,65;0;0;0,9;1,8;40;0;6360;8;
2020-06-09 19:00:00;26,84;12,1;0;2,11;40,1;0;0;0,9;1,7;24;0;6516;9;
2020-06-09 18:00:00;28,52;12,5;38;2,44;37,49;0;0;0,8;1,9;25;579;6724;10;
2020-06-09 17:00:00;31,14;11,6;214;3,15;30,23;0;0;1,6;4,1;23;9619;6813;12;
2020-06-09 16:00:00;31,59;12,1;388;3,22;30,49;0;0;1,4;3,9;16;10012;6784;12;
2020-06-09 15:00:00;31,76;12,9;552;3,18;31,97;0;0;1,5;5,4;57;9945;6776;12;
2020-06-09 14:00:00;31,3;12,9;672;3,06;32,76;0;0;1,7;4,3;55;9945;6778;12;
2020-06-09 13:00:00;30,66;13,7;709;2,82;35,89;0;0;1,4;3,9;49;10041;6770;11;
2020-06-09 12:00:00;29,23;15,9;678;2,24;44,83;0;0;1,3;3,5;47;9940;6778;9;
2020-06-09 11:00:00;27,01;17,3;612;1,58;55,67;0;0;1,6;3,5;56;10122;6778;6;
2020-06-09 10:00:00;24,11;17,2;469;1,03;65,8;0;0;0,9;2,6;22;10113;6787;4;
2020-06-09 09:00:00;20,35;17,2;263;0,41;82,88;0;0;0,8;1,9;36;9993;6796;2;
2020-06-09 08:00:00;16,69;16,1;93;0,05;96,81;0;0;0,4;2,5;14;6935;6673;0;
2020-06-09 07:00:00;16,31;15,8;0;0,04;97,69;0;0;1,6;3,2;42;3173;6343;0;
2020-06-09 06:00:00;16,51;15,9;0;0,05;96,8;0;0;1,2;2,3;56;0;6337;0;
2020-06-09 05:00:00;16,73;15,9;0;0,07;95,78;0;0;0,9;2,1;72;0;6348;0;
2020-06-09 04:00:00;17,68;16,5;0;0,13;93,3;0;0;0,8;1,7;64;0;6346;1;
2020-06-09 03:00:00;18,27;16,2;0;0,24;88,32;0;0;0,7;1,9;64;0;6363;1;
2020-06-09 02:00:00;19,01;15,9;0;0,38;82,47;0;0;0,2;1,2;29;0;6360;2;
2020-06-09 01:00:00;18,08;16,5;0;0,18;91,12;0;0;0,1;1;197;0;6360;1;
2020-06-09 00:00:00;19,62;16,8;0;0,35;84,17;0;0;1,5;3;49;0;6368;2;3,2
2020-06-08 23:00:00;20,09;16,9;0;0,41;82,15;0;0;1,8;3,2;49;0;6363;2;
2020-06-08 22:00:00;21,03;16,5;0;0,59;76,19;0;0;0,2;1,5;119;0;6360;3;
2020-06-08 21:00:00;23,3;15,7;0;1,07;62,6;0;0;1,1;2,1;70;0;6365;5;
2020-06-08 20:00:00;24,6;15,6;0;1,31;57,45;0;0;1,2;2,1;85;0;6434;6;
2020-06-08 19:00:00;25,95;15,1;0;1,61;51,67;0;0;1;2;100;0;6522;7;
2020-06-08 18:00:00;28,22;14,9;37;2,13;44,48;0;0;0,8;1,5;124;637;6719;8;
2020-06-08 17:00:00;31,12;13,3;227;2,98;33,97;0;0;0,8;2,4;115;9264;6796;11;
2020-06-08 16:00:00;31,62;12,7;411;3,17;31,71;0;0;0,9;3,3;144;9504;6793;12;
2020-06-08 15:00:00;31,71;12,6;565;3,2;31,35;0;0;1;3;82;9955;6778;12;
2020-06-08 14:00:00;31,06;14,3;671;2,86;36,44;0;0;1,2;3,4;88;9959;6776;11;
2020-06-08 13:00:00;30,16;15,4;711;2,51;41,21;0;0;1;3,4;92;9888;6778;9;
2020-06-08 12:00:00;28,31;17,1;700;1,88;51,08;0;0;0,9;2,6;85;9916;6773;7;
2020-06-08 11:00:00;26,16;17,4;624;1,38;59,1;0;0;1;2,9;96;10108;6793;6;
2020-06-08 10:00:00;22,52;18;465;0,65;76,22;0;0;0,5;2,4;181;10103;6787;3;
2020-06-08 09:00:00;18,96;17,7;309;0,15;92,97;0;0;0,4;1,2;210;10065;6787;1;
2020-06-08 08:00:00;16,87;16,6;118;0,02;98,66;0;20;0,6;2;103;7026;6756;0;
2020-06-08 07:00:00;16,29;16,1;0;0;99,48;0;60;1,2;2,5;34;4692;6346;0;
2020-06-08 06:00:00;16,22;16,1;0;0;99,87;0;40;1,2;2,5;40;0;6331;0;
2020-06-08 05:00:00;16,95;16,3;0;0,06;96,59;0;0;0,7;1,8;59;0;6348;0;
2020-06-08 04:00:00;17,95;17,1;0;0,1;95,05;0;0;0,2;1,1;335;0;6351;0;
2020-06-08 03:00:00;18,74;17,6;0;0,13;93,53;0;0;0,1;0,8;337;0;6357;1;
2020-06-08 02:00:00;19,05;17,6;0;0,17;91,78;0;0;0,1;1,1;302;0;6363;1;
2020-06-08 01:00:00;18,86;17,6;0;0,15;92,91;0;0;0,1;0,8;260;0;6357;1;
2020-06-08 00:00:00;20,27;17,4;0;0,38;83,99;0;0;0,6;1,5;64;0;6365;2;3
2020-06-07 23:00:00;21,9;17,4;0;0,62;76,1;0;0;1;2;58;0;6365;3;
2020-06-07 22:00:00;22,56;17,6;0;0,71;73,87;0;0;1,1;2,1;66;0;6348;3;
2020-06-07 21:00:00;23,6;17,2;0;0,93;67,68;0;0;1,2;1,9;89;0;6354;4;
2020-06-07 20:00:00;25,15;16,7;0;1,28;59,77;0;0;0,8;1,4;125;0;6388;5;
2020-06-07 19:00:00;26,15;16,9;0;1,45;57,11;0;0;0,8;1,7;134;0;6579;6;
2020-06-07 18:00:00;28,4;16,8;45;1,94;49,83;0;0;0,6;1,8;142;536;6722;7;
2020-06-07 17:00:00;30,45;16;225;2,52;42,01;0;0;1,1;2,7;157;9399;6801;9;
2020-06-07 16:00:00;31,05;16,7;441;2,58;42,44;0;0;1,7;3,4;205;10031;6781;9;
2020-06-07 15:00:00;30,41;16,9;296;2,4;44,59;0;0;1,3;3,6;217;8675;6793;9;
2020-06-07 14:00:00;30,8;17,2;641;2,45;44,59;0;0;1;4;157;9840;6776;9;
2020-06-07 13:00:00;29,9;17,2;716;2,24;46,72;0;0;1,1;4;86;9988;6776;8;
2020-06-07 12:00:00;28,34;18;684;1,77;54,03;0;0;1;2,8;85;9964;6778;7;
2020-06-07 11:00:00;26,39;18;607;1,36;60,33;0;0;1,1;3,3;67;10079;6781;5;
2020-06-07 10:00:00;23,21;18,9;449;0,65;77,24;0;0;0,4;1,3;227;10036;6784;3;
2020-06-07 09:00:00;20,22;19,1;305;0,13;94,18;0;0;0,2;1,2;274;10007;6787;1;
2020-06-07 08:00:00;18,19;18,1;106;0;99,99;0;50;0;0,8;306;6997;6724;0;
2020-06-07 07:00:00;17,19;17,1;0;0;99,99;0;60;0,1;0,8;295;4308;6343;0;
2020-06-07 06:00:00;17,21;17,1;0;0;99,99;0;60;0,7;1,4;34;0;6320;0;
2020-06-07 05:00:00;17,71;17,5;0;0;99,49;0;60;0;0,9;235;0;6346;0;
2020-06-07 04:00:00;18,06;17,6;0;0,04;97,61;0;40;0;0,6;286;0;6357;0;
2020-06-07 03:00:00;18,68;17,8;0;0,1;94,93;0;0;0;0,7;309;0;6351;1;
2020-06-07 02:00:00;19,02;17,7;0;0,16;92,46;0;0;0,1;1;303;0;6368;1;
2020-06-07 01:00:00;19,6;18;0;0,2;90,76;0;0;0,1;1,1;299;0;6365;1;
2020-06-07 00:00:00;20,8;18;0;0,36;84,79;0;0;0;1;65;0;6368;2;3,3
2020-06-06 23:00:00;21,79;17,8;0;0,55;78,67;0;0;0,3;1,9;81;0;6380;3;
2020-06-06 22:00:00;22,66;18,1;0;0,65;76,09;0;0;0,2;1,3;334;0;6377;3;
2020-06-06 21:00:00;23,75;17,6;0;0,9;69,1;0;0;1;2,4;83;0;6383;4;
2020-06-06 20:00:00;25,94;17;0;1,39;58,4;0;0;1,1;2;82;0;6451;6;
2020-06-06 19:00:00;27;17,4;0;1,57;55,81;0;0;0,9;1,9;101;0;6525;6;
2020-06-06 18:00:00;29,19;16,5;32;2,15;46,72;0;0;0,4;1,5;183;1092;6727;8;
2020-06-06 17:00:00;31,12;16,1;212;2,67;40,79;0;0;1,2;3,8;242;9523;6815;10;
2020-06-06 16:00:00;32,38;15,1;409;3,12;35,57;0;0;1,1;4,6;278;9638;6787;11;
2020-06-06 15:00:00;31,94;15,8;583;2,93;37,98;0;0;0,9;3,1;243;9959;6770;11;
2020-06-06 14:00:00;30,94;17,4;444;2,48;44,59;0;0;0,8;3,4;321;10007;6773;9;
2020-06-06 13:00:00;30,71;18,2;713;2,31;47,51;0;0;1;3,6;10;9926;6781;8;
2020-06-06 12:00:00;29,08;18,4;679;1,89;52,89;0;0;1,3;3,5;22;9921;6770;7;
2020-06-06 11:00:00;26,86;18,2;613;1,43;59,44;0;0;1,6;3,4;54;10108;6793;6;
2020-06-06 10:00:00;24,77;18,2;448;1,02;67,27;0;0;0,7;2,2;50;10070;6784;4;
2020-06-06 09:00:00;21,03;18,2;292;0,4;84,61;0;0;0,3;2,6;160;10003;6781;2;
2020-06-06 08:00:00;17,93;17,3;124;0,06;96,68;0;10;0,2;1,4;265;7007;6736;0;
2020-06-06 07:00:00;16,98;16,5;0;0,05;97,27;0;10;0,3;1,8;246;2746;6354;0;
2020-06-06 06:00:00;18,27;17;0;0,14;93,02;0;0;1,1;3,5;66;0;6351;1;
2020-06-06 05:00:00;19,37;17,4;0;0,24;88,9;0;0;1,3;2,5;48;0;6343;1;
2020-06-06 04:00:00;20,13;17,9;0;0,29;87,29;0;0;1,7;3,3;53;0;6357;1;
2020-06-06 03:00:00;20,96;18,2;0;0,36;84,87;0;0;1,4;2,9;65;0;6351;2;
2020-06-06 02:00:00;20,39;18,3;0;0,27;88,49;0;0;0,3;1,2;47;0;6368;1;
2020-06-06 01:00:00;22,41;18,3;0;0,59;77,84;0;0;1,1;2,9;61;0;6365;3;
2020-06-06 00:00:00;22,41;18,2;0;0,6;77,46;0;0;1,3;2,3;49;0;6368;3;3
2020-06-05 23:00:00;23,65;18,2;0;0,81;71,98;0;0;1,4;2,8;46;0;6371;4;
2020-06-05 22:00:00;23,62;17,9;0;0,85;70,58;0;0;0,9;1,8;53;0;6374;4;
2020-06-05 21:00:00;24,27;17,5;0;1,02;66,19;0;0;0,8;1,7;72;0;6400;4;
2020-06-05 20:00:00;25,27;17,2;0;1,24;61,45;0;0;1,1;1,9;92;0;6471;5;
2020-06-05 19:00:00;27,01;17;0;1,61;54,62;0;0;0,7;1,3;124;0;6553;6;
2020-06-05 18:00:00;28,72;16,7;22;2,02;48,53;0;0;0,5;1,1;193;570;6687;8;
2020-06-05 17:00:00;30,95;16,1;135;2,64;41;0;0;0,4;2;104;7683;6753;10;
2020-06-05 16:00:00;31,85;15,8;392;2,9;38,36;0;0;0,8;4,8;57;9264;6827;10;
2020-06-05 15:00:00;31,85;15,7;498;2,9;38,18;0;0;1,4;3,1;55;10084;6784;10;
2020-06-05 14:00:00;31,53;16,1;694;2,78;39,72;0;0;1,4;4,2;53;9974;6778;10;
2020-06-05 13:00:00;30,62;17,1;711;2,43;44,62;0;0;1,6;4,8;63;10017;6781;9;
2020-06-05 12:00:00;29,08;17,9;685;1,95;51,33;0;0;1;3,4;44;9959;6784;7;
2020-06-05 11:00:00;27,01;18,3;618;1,45;59,14;0;0;1;2,7;76;10051;6781;6;
2020-06-05 10:00:00;23,61;18,7;420;0,74;74,93;0;0;0,2;1,4;151;10051;6790;3;
2020-06-05 09:00:00;20,84;18,7;297;0,29;87,96;0;0;0,2;1;174;9523;6813;1;
2020-06-05 08:00:00;17,74;17,5;126;0,02;98,64;0;30;0;0,5;186;7012;6739;0;
2020-06-05 07:00:00;16,38;16,3;3;0;99,99;0;60;0;0,5;212;5967;6357;0;
2020-06-05 06:00:00;16,73;16,4;0;0,01;98,85;0;30;0,1;0,9;91;0;6340;0;
2020-06-05 05:00:00;17,56;16,8;0;0,07;95,98;0;0;0,8;1,7;51;0;6346;0;
2020-06-05 04:00:00;18,16;17,1;0;0,11;94,27;0;0;0,1;1,3;143;0;6343;1;
2020-06-05 03:00:00;18,37;17,2;0;0,13;93,28;0;0;0,5;1,8;82;0;6357;1;
2020-06-05 02:00:00;18,73;17,3;0;0,16;92,02;0;0;0,1;1,2;32;0;6351;1;
2020-06-05 01:00:00;19,13;17,1;0;0,25;88,4;0;0;0,2;0,9;15;0;6365;1;
2020-06-05 00:00:00;21,01;17,6;0;0,46;81,21;0;0;0,2;0,9;89;0;6371;2;3,2
2020-06-04 23:00:00;21,44;17,2;0;0,57;77,59;0;0;0,3;1,4;301;0;6383;3;
2020-06-04 22:00:00;22,92;17,1;0;0,82;70,35;0;0;0,8;1,5;55;0;6383;4;
2020-06-04 21:00:00;24,28;16,8;0;1,1;63,53;0;0;0,6;1,3;109;0;6360;5;
2020-06-04 20:00:00;25,19;16,5;0;1,31;58,83;0;0;0,9;2;144;0;6402;6;
2020-06-04 19:00:00;26,45;16,6;0;1,54;55,09;0;0;0,8;1,6;125;0;6568;6;
2020-06-04 18:00:00;28,52;16,5;45;2;48,55;0;0;0,6;1,4;148;565;6716;8;
2020-06-04 17:00:00;30,82;15,4;209;2,68;39,66;0;0;1,2;2,9;105;9413;6804;10;
2020-06-04 16:00:00;31,85;15,2;475;2,97;36,94;0;0;1,5;4,7;87;10051;6776;11;
2020-06-04 15:00:00;31,63;15,8;610;2,85;38,71;0;0;1,7;5,2;75;9964;6776;10;
2020-06-04 14:00:00;30,99;16;560;2,65;40,78;0;0;1,9;4,5;85;10098;6776;10;
2020-06-04 13:00:00;30,68;16;738;2,58;41,38;0;0;2,3;5;105;10170;6776;10;
2020-06-04 12:00:00;28,82;17,2;691;1,99;49,78;0;0;1,1;4,3;114;10007;6784;8;
2020-06-04 11:00:00;26,03;17,1;614;1,4;58,28;0;0;0,7;2,5;133;10051;6778;6;
2020-06-04 10:00:00;22,46;16,6;448;0,82;69,88;0;0;0,5;1,7;122;10065;6787;4;
2020-06-04 09:00:00;18,95;16,2;307;0,34;84,42;0;0;0,3;0,9;251;9979;6784;2;
2020-06-04 08:00:00;16,71;15,6;117;0,11;93,64;0;0;0,1;0,8;298;6973;6710;1;
2020-06-04 07:00:00;15,52;15;3;0,04;97,01;0;0;0,1;0,8;314;4864;6363;0;
2020-06-04 06:00:00;15,79;15;0;0,07;95,51;0;0;0,2;1;288;0;6343;0;
2020-06-04 05:00:00;16,26;14,9;0;0,13;92,49;0;0;0,6;1,4;256;0;6343;1;
2020-06-04 04:00:00;16,94;15,1;0;0,19;89,51;0;0;0,6;1,6;270;0;6351;1;
2020-06-04 03:00:00;17,61;15,2;0;0,27;86,15;0;0;0,6;1,4;299;0;6351;1;
2020-06-04 02:00:00;17,81;15,4;0;0,27;86,25;0;0;0,4;1,4;286;0;6368;1;
2020-06-04 01:00:00;18,63;15,2;0;0,4;80,95;0;0;0,1;1,9;219;0;6360;2;
2020-06-04 00:00:00;19,07;15,3;0;0,45;79,04;0;0;0;0,6;233;0;6346;2;3
2020-06-03 23:00:00;20,48;14,9;0;0,7;70,84;0;0;0;0,6;212;0;6348;3;
2020-06-03 22:00:00;20,64;14,5;0;0,76;68,56;0;0;0;1,2;240;0;6346;4;
2020-06-03 21:00:00;22,59;13,9;0;1,14;58,41;0;0;0,7;1,7;49;0;6385;5;
2020-06-03 20:00:00;23,23;13,5;0;1,28;54,81;0;0;0,1;1,3;155;0;6482;6;
2020-06-03 19:00:00;24,91;13,9;0;1,55;50,57;0;0;0,7;1,3;176;0;6562;7;
2020-06-03 18:00:00;27,46;14,3;38;2,02;44,76;0;0;0,1;0,9;108;1485;6750;8;
2020-06-03 17:00:00;29,51;14;216;2,51;39,09;0;0;0,7;2;101;9217;6787;10;
2020-06-03 16:00:00;30,35;13,5;399;2,76;36,03;0;0;1;6,1;340;10031;6773;11;
2020-06-03 15:00:00;29,96;13,5;519;2,67;36,8;0;0;1;3,9;220;9988;6773;10;
2020-06-03 14:00:00;29,65;13,6;659;2,58;37,6;0;0;1,2;3,3;328;9964;6770;10;
2020-06-03 13:00:00;28,63;14;680;2,31;40,95;0;0;1,2;3,8;35;10113;6781;9;
2020-06-03 12:00:00;27,03;14;690;1,95;45,12;2,4;0;0,8;2,4;92;10007;6784;8;
2020-06-03 11:00:00;24,45;14,8;619;1,37;55,09;0;0;0,5;1,8;195;10036;6776;6;
2020-06-03 10:00:00;21,23;14,5;454;0,86;65,99;0;0;0,4;1,7;51;10017;6787;4;
2020-06-03 09:00:00;17,14;14,5;322;0,29;84,98;0;0;0,8;1,6;23;10089;6796;2;
2020-06-03 08:00:00;14,62;13,6;106;0,09;94,35;0;0;0,5;2,2;20;6964;6707;0;
2020-06-03 07:00:00;12,81;12,5;3;0,02;98,25;0;0;1,1;2,6;38;3920;6377;0;
2020-06-03 06:00:00;13,42;12,7;0;0,05;95,96;0;0;1,2;3;44;0;6360;0;
2020-06-03 05:00:00;13,91;13;0;0,08;94,69;0;0;1,5;2,8;46;0;6368;0;
2020-06-03 04:00:00;13,84;13;0;0,06;95,6;0;0;1,4;2,5;48;0;6371;0;
2020-06-03 03:00:00;14,9;13,4;0;0,13;91,65;0;0;1;2;52;0;6374;1;
2020-06-03 02:00:00;15,5;13,4;0;0,21;87,67;0;0;0,7;1,5;52;0;6377;1;
2020-06-03 01:00:00;16,34;13,2;0;0,33;82,1;0;0;0,6;1,7;59;0;6383;2;
2020-06-03 00:00:00;18,07;13,6;0;0,5;75,57;0;0;0,3;1,1;15;0;6377;3;3,3
2020-06-02 23:00:00;17,17;13,6;0;0,38;80,19;0;0;1;3;353;0;6346;2;
2020-06-02 22:00:00;18,31;14,1;0;0,48;76,81;0;0;1,5;3;62;0;6391;3;
2020-06-02 21:00:00;20,13;13,3;0;0,81;65,41;0;0;1,6;3,1;67;0;6457;4;
2020-06-02 20:00:00;22,97;11,5;0;1,43;48,68;0;0;1,1;1,8;120;0;6525;7;
2020-06-02 19:00:00;24,36;11,2;0;1,7;44,06;0;0;0,7;1,6;151;0;6613;8;
2020-06-02 18:00:00;26,76;10,7;43;2,22;36,78;0;0;0,5;1,3;63;675;6727;10;
2020-06-02 17:00:00;28,74;10,3;228;2,68;31,91;0;0;0,8;2;16;9619;6821;11;
2020-06-02 16:00:00;29,26;9,5;411;2,86;29,51;0;0;1,4;3,7;330;9490;6798;12;
2020-06-02 15:00:00;29,34;9,6;566;2,87;29,5;0;0;1,6;5,4;345;10089;6787;12;
2020-06-02 14:00:00;29,08;11;685;2,7;32,77;0;0;1,7;4,8;331;10075;6781;11;
2020-06-02 13:00:00;27,86;12,4;733;2,3;38,6;0;0;1,1;4,4;5;10075;6787;9;
2020-06-02 12:00:00;26,38;12,8;724;1,95;43,19;0;0;0,7;2,5;6;9969;6784;8;
2020-06-02 11:00:00;23,44;12,9;644;1,39;51,8;0;0;0,7;2,6;45;10079;6784;6;
2020-06-02 10:00:00;20,06;13,1;464;0,83;64,67;0;0;0,5;1,6;138;10103;6787;4;
2020-06-02 09:00:00;16,52;12,7;324;0,4;79,12;0;0;0,6;2,7;49;9969;6793;2;
