LAT;-29,11099;;;;;;;;
LONG;-51,40176;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Bateria [mV];Daily ET0 [mm]
Data/Horário;avg;avg;avg;avg;sum;time;avg;last;
2017-08-10 10:00:00;12,72;8,5;375;76,35;0;0;0,6;6992;
2017-08-10 09:00:00;10,09;7,5;187;84,93;0;0;0,6;7000;
2017-08-10 08:00:00;8,9;7,3;31;90,58;0;0;0,4;6776;
2017-08-10 07:00:00;9,19;7,4;0;89,29;0;0;0,8;6630;
2017-08-10 06:00:00;9,39;7,3;0;87,97;0;0;0,4;6630;
2017-08-10 05:00:00;9,42;7,4;0;88,19;0;0;0;6640;
2017-08-10 04:00:00;9,5;7,4;0;87,74;0;0;0,1;6650;
2017-08-10 03:00:00;10,16;7,5;0;84,56;0;0;0,2;6650;
2017-08-10 02:00:00;10,57;7,7;0;83,47;0;0;0,4;6668;
2017-08-10 01:00:00;10,61;8,5;0;87,89;0;0;0,3;6668;
2017-08-10 00:00:00;10,6;9;0;90,93;0;0;0;6668;1,2
2017-08-09 23:00:00;10,64;9,1;0;91,42;0;0;0,2;6678;
2017-08-09 22:00:00;11,08;9,2;0;89,05;0;0;0;6668;
2017-08-09 21:00:00;11,26;9;0;87,46;0;0;0;6678;
2017-08-09 20:00:00;10,99;8,9;0;87,85;0;0;0;6688;
2017-08-09 19:00:00;11,2;8,7;0;85,52;0;0;0;6688;
2017-08-09 18:00:00;12,03;8,7;12;80,91;0;0;0;6718;
2017-08-09 17:00:00;12,23;8,4;60;77,97;0;0;0,6;6786;
2017-08-09 16:00:00;13,99;8,7;240;71,36;0;0;1,1;6982;
2017-08-09 15:00:00;14,33;9;274;71,15;0;0;0,5;6982;
2017-08-09 14:00:00;14,4;8,9;398;70,56;0;0;0,7;6992;
2017-08-09 13:00:00;12,74;8,6;467;76,76;0,4;0;0,4;7000;
2017-08-09 12:00:00;11,97;8,4;253;79,78;0;15;0,5;6992;
2017-08-09 11:00:00;11,83;8,5;298;81,04;0;60;1;6992;
2017-08-09 10:00:00;11,03;8,8;288;87,16;0,2;60;1,4;7000;
2017-08-09 09:00:00;10,2;9,3;106;95,43;0;60;0,9;6982;
2017-08-09 08:00:00;9,46;8,8;18;96,91;0;60;0,3;6660;
2017-08-09 07:00:00;9,65;8,9;0;96,24;0;60;0,7;6582;
2017-08-09 06:00:00;10,16;9,5;0;96,78;0;60;0,9;6590;
2017-08-09 05:00:00;10,87;10,3;0;97,07;0;60;0,7;6600;
2017-08-09 04:00:00;11,57;11;0;97,25;0;60;0,5;6590;
2017-08-09 03:00:00;12,21;12;0;99,76;0;60;1,1;6600;
2017-08-09 02:00:00;13;12,9;0;100;0;60;0,5;6610;
2017-08-09 01:00:00;13,25;13,1;0;99,91;0,2;60;0;6620;
2017-08-09 00:00:00;13,41;13,1;0;99,39;0;60;0;6640;0,8
2017-08-08 23:00:00;13,4;13;0;98,86;0;60;0;6650;
2017-08-08 22:00:00;13,5;13;0;97,9;0;60;0,1;6660;
2017-08-08 21:00:00;13,92;13,1;0;96,23;0;60;0,3;6678;
2017-08-08 20:00:00;13,96;13,1;0;95,42;0;60;0,3;6708;
2017-08-08 19:00:00;13,98;13,2;0;96,21;0;60;0;6728;
2017-08-08 18:00:00;14,12;13,6;36;97,73;0;60;0;6796;
2017-08-08 17:00:00;14,23;13,7;105;98,05;0;60;0,1;6922;
2017-08-08 16:00:00;14,03;13,7;150;99,44;0;60;0,2;6992;
2017-08-08 15:00:00;13,36;13,1;76;99,84;0,2;60;0,4;6972;
2017-08-08 14:00:00;13,09;12,8;12;99,66;3;60;0,7;6660;
2017-08-08 13:00:00;13,45;13,1;10;99,18;7,6;60;0,5;6660;
2017-08-08 12:00:00;13,7;13,1;23;97,23;1,4;60;0,3;6728;
2017-08-08 11:00:00;14;13,2;19;96,05;2;60;0,9;6826;
2017-08-08 10:00:00;14,46;13,3;133;94,02;0;60;0,5;6962;
2017-08-08 09:00:00;13,73;13;62;95,84;0;60;0,2;6884;
2017-08-08 08:00:00;13,38;12,3;8;94,29;0;60;1,1;6650;
2017-08-08 07:00:00;13,95;11,4;0;86,02;1,2;55;2,3;6620;
2017-08-08 06:00:00;14,72;9,2;0;70,6;0;0;0,6;6630;
2017-08-08 05:00:00;14,31;9,2;0;72,12;0;0;0,5;6630;
2017-08-08 04:00:00;14,14;8,9;0;71,89;0;0;0,6;6640;
2017-08-08 03:00:00;14,14;8,8;0;71,01;0;0;0,3;6630;
2017-08-08 02:00:00;13,58;8,3;0;71,28;0;0;0,2;6650;
2017-08-08 01:00:00;13,75;8;0;69,32;0;0;0;6650;
2017-08-08 00:00:00;14,01;7,9;0;67,53;0;0;0;6660;2
2017-08-07 23:00:00;14,86;8,1;0;64,5;0;0;0,1;6668;
2017-08-07 22:00:00;15,75;8;0;60,94;0;0;0,2;6660;
2017-08-07 21:00:00;16,69;7,4;0;54,91;0;0;0,1;6668;
2017-08-07 20:00:00;17,98;6,7;0;48,3;0;0;0,1;6688;
2017-08-07 19:00:00;17,84;6,7;0;48,84;0;0;0;6688;
2017-08-07 18:00:00;19,9;6,7;48;43,25;0;0;0,4;6786;
2017-08-07 17:00:00;22,2;6,6;235;37,26;0;0;0,3;6992;
2017-08-07 16:00:00;22,41;8,1;425;40,39;0;0;1;6982;
2017-08-07 15:00:00;22,31;9,6;567;45,05;0;0;0,6;6982;
2017-08-07 14:00:00;21,39;9,8;658;48,55;0;0;0,8;6982;
2017-08-07 13:00:00;19,78;9,9;682;53,91;0;0;1,1;6992;
2017-08-07 12:00:00;18,08;9,9;638;59,67;0;0;0,9;6992;
2017-08-07 11:00:00;15,84;9,1;531;65,31;0;0;0,9;6992;
2017-08-07 10:00:00;13,02;8,3;364;74,17;0;0;1;7000;
2017-08-07 09:00:00;10,79;7,8;167;82,71;0;5;0,6;7000;
2017-08-07 08:00:00;9,22;7,5;23;90,19;0;0;0,3;6748;
2017-08-07 07:00:00;8,73;7,4;0;92,5;0;0;0,1;6600;
2017-08-07 06:00:00;8,72;7,4;0;92,23;0;0;0,2;6610;
2017-08-07 05:00:00;9,07;7,3;0;89,43;0;0;0,2;6620;
2017-08-07 04:00:00;9,51;7,3;0;87,3;0;0;0,2;6620;
2017-08-07 03:00:00;10,08;7,3;0;84,3;0;0;0,5;6620;
2017-08-07 02:00:00;10,31;7,4;0;83,65;0;0;0,3;6630;
2017-08-07 01:00:00;11,06;7,6;0;80,09;0;0;0,5;6640;
2017-08-07 00:00:00;11,45;7,8;0;79,04;0;0;0,3;6640;2,2
2017-08-06 23:00:00;12,18;8;0;76,73;0;0;0,3;6650;
2017-08-06 22:00:00;13,4;8,1;0;71,32;0;0;1;6660;
2017-08-06 21:00:00;14,76;8,1;0;65,18;0;0;1,2;6668;
2017-08-06 20:00:00;15,33;8;0;62,62;0;0;0;6688;
2017-08-06 19:00:00;16,63;7,5;0;55,67;0;0;0;6698;
2017-08-06 18:00:00;19,02;7,8;52;49,1;0;0;0;6796;
2017-08-06 17:00:00;20,63;8,1;237;45,2;0;0;0,5;6982;
2017-08-06 16:00:00;20,74;7,8;424;43,9;0;0;1;6982;
2017-08-06 15:00:00;20,27;8,1;571;46,28;0;0;1;6982;
2017-08-06 14:00:00;18,87;8,7;662;52,45;0;0;1,5;6992;
2017-08-06 13:00:00;17,18;8,4;687;57,12;0;0;1,5;6992;
2017-08-06 12:00:00;15,49;7,8;644;60,98;0;0;1,2;6992;
2017-08-06 11:00:00;13,68;7;535;64,88;0;0;0,9;6992;
2017-08-06 10:00:00;11,66;6,3;377;70,51;0;0;0,7;7000;
2017-08-06 09:00:00;9,48;5,6;185;77,38;0;0;0,9;7000;
2017-08-06 08:00:00;7,5;5;28;85,26;0;0;0,5;6756;
2017-08-06 07:00:00;7,33;5;0;86,18;0;0;0,2;6620;
2017-08-06 06:00:00;8,39;5,1;0;80,85;0;0;1,4;6620;
2017-08-06 05:00:00;8,57;5,3;0;80,78;0;0;1,3;6620;
2017-08-06 04:00:00;8,65;5,5;0;81,47;0;0;0,6;6630;
2017-08-06 03:00:00;9,28;5,8;0;79,57;0;0;1,7;6640;
2017-08-06 02:00:00;9,72;6,1;0;78,92;0;0;2,1;6650;
2017-08-06 01:00:00;10,01;6,3;0;79,03;0;0;1,2;6650;
2017-08-06 00:00:00;10,7;6,5;0;76,46;0;0;1,8;6650;2
2017-08-05 23:00:00;11,58;7;0;74,67;0;0;2,3;6660;
2017-08-05 22:00:00;12,89;6,8;0;67,55;0;0;2,1;6678;
2017-08-05 21:00:00;12,85;6;0;64,22;0;0;0,5;6668;
2017-08-05 20:00:00;14,44;5,6;0;56,17;0;0;0,1;6688;
2017-08-05 19:00:00;15,3;5,5;0;52,68;0;0;0,2;6708;
2017-08-05 18:00:00;16,85;6,9;54;52,89;0;0;0,4;6806;
2017-08-05 17:00:00;18,43;6,9;241;47,66;0;0;0,8;6982;
2017-08-05 16:00:00;18,66;6,5;428;45,73;0;0;1,1;6992;
2017-08-05 15:00:00;18,33;7,3;573;49,52;0;0;1;6992;
2017-08-05 14:00:00;17,27;7,3;658;52,54;0;0;1,6;6992;
2017-08-05 13:00:00;16,47;7,9;679;57,57;0;0;1,3;6992;
2017-08-05 12:00:00;15,01;7,9;634;63,14;0;0;1,3;6992;
2017-08-05 11:00:00;13,34;7,6;526;68,93;0;0;1,3;6992;
2017-08-05 10:00:00;11,26;7,2;366;76,93;0;0;1,7;7000;
2017-08-05 09:00:00;9,36;6,4;157;82,66;0;0;1,2;7000;
2017-08-05 08:00:00;7,51;5,5;25;87,87;0;0;1,1;6766;
2017-08-05 07:00:00;6,76;5,4;0;92,4;0;0;0,9;6620;
2017-08-05 06:00:00;6,02;5,1;0;94,89;0;0;0;6640;
2017-08-05 05:00:00;7,26;5,4;0;89,14;0;0;0,2;6640;
2017-08-05 04:00:00;7,6;5,7;0;88,41;0,2;0;0,2;6630;
2017-08-05 03:00:00;7,73;5,5;0;86,94;0;0;0,2;6650;
2017-08-05 02:00:00;8,24;5,6;0;83,97;0;0;0,4;6640;
2017-08-05 01:00:00;8,21;5,7;0;85,06;0;0;0,1;6650;
2017-08-05 00:00:00;8,6;6,4;0;87,2;0;0;0,1;6660;1,7
2017-08-04 23:00:00;9,25;7,5;0;89,77;0;0;0,1;6668;
2017-08-04 22:00:00;10,09;8;0;87,64;0;0;0,3;6678;
2017-08-04 21:00:00;10,81;7,8;0;82,83;0;0;0,9;6678;
2017-08-04 20:00:00;11,45;7,6;0;78,08;0;0;1,4;6688;
2017-08-04 19:00:00;11,96;7,4;0;74,66;0;0;1,1;6708;
2017-08-04 18:00:00;13,71;7,9;49;68,85;0;0;0,9;6816;
2017-08-04 17:00:00;15,64;7,8;230;60,7;0;0;0,7;6982;
2017-08-04 16:00:00;16,58;7,8;417;56,84;0;0;0,5;6992;
2017-08-04 15:00:00;16,22;7,1;561;55,26;0;0;0,7;6992;
2017-08-04 14:00:00;15,77;7,2;647;57,54;0;0;0,9;6992;
2017-08-04 13:00:00;14,6;7,2;681;61,65;0;0;0,8;6992;
2017-08-04 12:00:00;13,61;6,9;648;64,73;0;15;1;6992;
2017-08-04 11:00:00;12,53;7,6;515;72,88;0;60;0,8;6992;
2017-08-04 10:00:00;10,24;7,5;364;84,35;0;60;0,3;7000;
2017-08-04 09:00:00;7,74;7,2;150;97,88;0;60;0,1;7000;
2017-08-04 08:00:00;6,12;5,7;26;98,03;0;60;0;6796;
2017-08-04 07:00:00;6,33;5,7;0;96,72;0;60;0;6660;
2017-08-04 06:00:00;7,17;6,3;0;94,97;0,2;60;0;6668;
2017-08-04 05:00:00;7,6;6,5;0;93,71;0;60;0;6668;
2017-08-04 04:00:00;8,04;6,7;0;92,18;0;60;0,2;6660;
2017-08-04 03:00:00;8,62;7,5;0;93,48;0;60;0;6668;
2017-08-04 02:00:00;9,07;7,7;0;92,08;0;60;0,1;6678;
2017-08-04 01:00:00;9,68;8,4;0;92,6;0;60;0,4;6678;
2017-08-04 00:00:00;9,49;8,4;0;93,71;0;60;0,1;6678;0,9
2017-08-03 23:00:00;9,52;7,9;0;90,97;0;60;0,4;6698;
2017-08-03 22:00:00;9,99;8,3;0;90,28;0;60;0,5;6688;
2017-08-03 21:00:00;10,03;8,7;0;92,21;0;60;0,2;6708;
2017-08-03 20:00:00;10,21;8,8;0;91,71;0;60;0,3;6708;
2017-08-03 19:00:00;10,73;8,8;0;88,87;0;60;0,8;6728;
2017-08-03 18:00:00;11,53;9,5;16;88,39;0;60;0,9;6776;
2017-08-03 17:00:00;12,02;10,4;91;91,17;0;60;1,2;6972;
2017-08-03 16:00:00;12,16;11,1;184;93,83;0,4;60;1,7;7000;
2017-08-03 15:00:00;12,65;11,8;206;95,58;0,2;60;1,5;6992;
2017-08-03 14:00:00;13,07;12,5;227;97,36;0,4;60;1,1;7000;
2017-08-03 13:00:00;13;12,3;237;96,71;0,4;60;1,1;6992;
2017-08-03 12:00:00;12,31;11,8;297;97,64;0,2;60;1,8;7000;
2017-08-03 11:00:00;11,98;11,6;159;98,71;0,2;60;1,5;6992;
2017-08-03 10:00:00;11,79;11,4;87;98,56;0;60;1,5;6992;
2017-08-03 09:00:00;11,64;11,2;63;98,45;0,2;60;2;6884;
2017-08-03 08:00:00;11,98;11,5;0;98,07;0,6;60;1,6;6610;
2017-08-03 07:00:00;12,1;11,5;0;97,48;0,6;60;2,3;6582;
2017-08-03 06:00:00;12,41;12;0;98,19;0,8;60;1,9;6590;
2017-08-03 05:00:00;12,1;11,6;0;97,96;0,2;60;2,6;6582;
2017-08-03 04:00:00;12,57;12,2;0;98,54;0,4;60;1,4;6590;
2017-08-03 03:00:00;12,83;12,4;0;98,29;2;60;0,8;6590;
2017-08-03 02:00:00;13,02;12,7;0;98,94;2,4;60;0,6;6600;
2017-08-03 01:00:00;13,15;12,8;0;99,07;2,4;60;0,2;6582;
2017-08-03 00:00:00;13,09;12,8;0;99,1;1,4;60;0,2;6600;1,2
2017-08-02 23:00:00;13,09;12,7;0;98,81;1,2;60;0,3;6600;
2017-08-02 22:00:00;13,17;12,8;0;99,04;1,6;60;0,3;6590;
2017-08-02 21:00:00;13,28;12,9;0;98,77;1,6;60;0,3;6600;
2017-08-02 20:00:00;13,34;13;0;98,51;1,6;60;0,1;6600;
2017-08-02 19:00:00;13,55;13;0;97,55;1,8;60;0;6600;
2017-08-02 18:00:00;13,81;13;0;95,5;1,6;60;0,3;6590;
2017-08-02 17:00:00;14,51;13;15;91,77;0;60;0,9;6650;
2017-08-02 16:00:00;15,66;13,1;52;85,96;0;20;0,7;6844;
2017-08-02 15:00:00;18,18;13,4;117;74,71;0;0;0,2;6972;
2017-08-02 14:00:00;19,2;11,6;170;62,42;0;0;0;6972;
2017-08-02 13:00:00;19,17;9,3;140;53,72;0;0;0;6982;
2017-08-02 12:00:00;20,27;9;463;49,24;0;0;0,2;6982;
2017-08-02 11:00:00;19,22;9,1;406;52,84;0;0;0,2;6982;
2017-08-02 10:00:00;17,07;9,8;307;63,15;0;0;0,2;6992;
2017-08-02 09:00:00;14,8;9,2;137;70,34;0;0;0;6992;
2017-08-02 08:00:00;13,79;8,8;19;72,56;0;0;0;6688;
2017-08-02 07:00:00;13,98;8,8;0;71,99;0;0;0;6600;
2017-08-02 06:00:00;13,88;9,4;0;75,11;0;0;0;6610;
2017-08-02 05:00:00;14,66;9,6;0;72,75;0;0;0;6610;
2017-08-02 04:00:00;14,55;9,7;0;73,8;0;0;0;6620;
2017-08-02 03:00:00;15,32;9,9;0;70,96;0;0;0,4;6630;
2017-08-02 02:00:00;15,21;10,3;0;73,45;0;0;0;6640;
2017-08-02 01:00:00;16,32;9,8;0;66,14;0;0;0;6640;
2017-08-02 00:00:00;16,34;9,8;0;66,22;0;0;0;6640;1,8
2017-08-01 23:00:00;16,04;9,4;0;65,7;0;0;0;6660;
2017-08-01 22:00:00;16,96;9,3;0;61,31;0;0;0;6650;
2017-08-01 21:00:00;18,55;9,1;0;55,03;0;0;0,2;6668;
2017-08-01 20:00:00;19,46;8,9;0;51,36;0;0;0,1;6678;
2017-08-01 19:00:00;20,33;8,5;0;47,25;0;0;0;6688;
2017-08-01 18:00:00;21,9;9,2;31;45,34;0;0;0;6748;
2017-08-01 17:00:00;24,17;9;200;38,84;0;0;0,6;6972;
2017-08-01 16:00:00;24,55;9,6;386;39,52;0;0;1,2;6992;
2017-08-01 15:00:00;24,39;10;516;40,98;0;0;1,6;6982;
2017-08-01 14:00:00;23,99;11;593;44,74;0;0;1,1;6982;
2017-08-01 13:00:00;22,56;11,5;618;50,42;0;0;0,7;6982;
2017-08-01 12:00:00;20,93;10,9;575;53,45;0;0;0,5;6982;
2017-08-01 11:00:00;18,99;10,4;472;58,5;0;0;0,2;6992;
2017-08-01 10:00:00;15,5;9,9;318;70,1;0;0;0;6992;
2017-08-01 09:00:00;12,74;9,2;142;80,03;0;0;0;6992;
2017-08-01 08:00:00;11,68;8,7;20;83,11;0;0;0;6698;
2017-08-01 07:00:00;12,07;8,7;0;80,76;0;0;0;6610;
2017-08-01 06:00:00;12,36;9;0;81,16;0;0;0;6610;
2017-08-01 05:00:00;12,89;9,2;0;79,28;0;0;0;6620;
2017-08-01 04:00:00;13,31;9,7;0;80,02;0;0;0;6620;
2017-08-01 03:00:00;14,12;9,7;0;75,77;0;0;0;6630;
2017-08-01 02:00:00;14,84;10;0;73,52;0;0;0;6620;
2017-08-01 01:00:00;15,71;10;0;69,34;0;0;0,1;6640;
2017-08-01 00:00:00;16,01;10,4;0;70,52;0;0;0;6640;1,6
2017-07-31 23:00:00;16,67;10,8;0;69,22;0;0;0,1;6640;
2017-07-31 22:00:00;17,46;10;0;62,49;0;0;0,1;6660;
2017-07-31 21:00:00;18,37;9,6;0;57,19;0;0;0;6668;
2017-07-31 20:00:00;20,39;8,9;0;48,58;0;0;0,2;6668;
2017-07-31 19:00:00;20,39;9,5;0;50,4;0;0;0;6688;
2017-07-31 18:00:00;21;10,1;24;50,42;0;0;0;6718;
2017-07-31 17:00:00;23,23;9,5;155;42,7;0;0;0;6962;
2017-07-31 16:00:00;24,25;9,3;317;39,35;0;0;0,4;6972;
2017-07-31 15:00:00;24,18;8,7;504;38,15;0;0;0,7;6982;
2017-07-31 14:00:00;24,09;8,5;592;37,84;0;0;0,9;6982;
2017-07-31 13:00:00;23,31;11,3;633;47,44;0;0;0,5;6982;
2017-07-31 12:00:00;20,91;11,9;585;57,17;0;0;0,4;6992;
2017-07-31 11:00:00;17,47;11,6;475;69,19;0;0;0,2;6992;
2017-07-31 10:00:00;13,59;10,5;323;82,57;0;40;0;6992;
2017-07-31 09:00:00;11,54;9,7;128;89,75;0;60;0;6992;
2017-07-31 08:00:00;10,31;9,2;15;94,29;0,2;60;0;6698;
2017-07-31 07:00:00;10,78;9,2;0;90,52;0;60;0;6600;
2017-07-31 06:00:00;11,65;9,1;0;85,24;0;60;0;6620;
2017-07-31 05:00:00;11,69;9,3;0;86,53;0;45;0;6610;
2017-07-31 04:00:00;11,7;9,8;0;89;0;0;0;6620;
2017-07-31 03:00:00;12,38;10,4;0;88,48;0;0;0;6630;
2017-07-31 02:00:00;12,86;10,5;0;86,75;0;0;0;6640;
2017-07-31 01:00:00;13,82;10,5;0;81,3;0;0;0;6630;
2017-07-31 00:00:00;14,57;10,4;0;77,4;0;0;0;6640;1,7
2017-07-30 23:00:00;16,31;9,9;0;66,7;0;0;0;6650;
2017-07-30 22:00:00;16,96;10,1;0;64,84;0;0;0;6660;
2017-07-30 21:00:00;17,63;10,3;0;63,09;0;0;0;6660;
2017-07-30 20:00:00;19,04;10,4;0;58,08;0;0;0;6668;
2017-07-30 19:00:00;19,74;10,6;0;56,01;0;0;0;6688;
2017-07-30 18:00:00;21,22;10,9;27;52,34;0;0;0;6738;
2017-07-30 17:00:00;22,54;10,9;152;48,4;0;0;0,3;6952;
2017-07-30 16:00:00;23,58;10,6;344;44,57;0;0;0,7;6972;
2017-07-30 15:00:00;23,49;11,8;515;48,78;0;0;1,2;6982;
2017-07-30 14:00:00;22,9;13,2;600;55,02;0;0;0,9;6982;
2017-07-30 13:00:00;21,26;12,9;495;60,02;0;0;0,8;6992;
2017-07-30 12:00:00;19,58;12,6;445;64,74;0;0;0,7;6992;
2017-07-30 11:00:00;17,78;12,3;340;71,31;0;0;0,5;6992;
2017-07-30 10:00:00;16,26;12,1;314;77,03;0;5;0,3;6992;
2017-07-30 09:00:00;14,14;11,6;132;85,45;0;55;0,3;6992;
2017-07-30 08:00:00;12,57;11,1;18;91,77;0;60;0,2;6738;
2017-07-30 07:00:00;12,3;10,9;0;92,38;0;15;0,3;6640;
2017-07-30 06:00:00;12,71;11,1;0;90,49;0;0;0,4;6640;
2017-07-30 05:00:00;12,73;10,8;0;89,2;0;0;0,4;6640;
2017-07-30 04:00:00;12,86;10,6;0;87,36;0;0;0,1;6650;
2017-07-30 03:00:00;13,59;10,6;0;82,7;0;0;0,2;6650;
2017-07-30 02:00:00;14,13;10;0;77,11;0;0;0,3;6650;
2017-07-30 01:00:00;14,65;9,5;0;71,98;0;0;0,4;6660;
2017-07-30 00:00:00;14,89;8,7;0;67,68;0;0;0,3;6660;2
2017-07-29 23:00:00;15,45;8,4;0;63,87;0;0;0,2;6660;
2017-07-29 22:00:00;16,37;8,2;0;59,32;0;0;0;6668;
2017-07-29 21:00:00;17,88;7,8;0;52,64;0;0;0,2;6678;
2017-07-29 20:00:00;18,78;7,4;0;48,3;0;0;0;6678;
2017-07-29 19:00:00;19,72;7,3;0;45,23;0;0;0,1;6698;
2017-07-29 18:00:00;21,46;8,3;35;43,69;0;0;0,1;6756;
2017-07-29 17:00:00;23,59;8,9;200;39,9;0;0;0,5;6972;
2017-07-29 16:00:00;23,9;9;380;39,48;0;0;1;6982;
2017-07-29 15:00:00;23,8;9,5;521;41,05;0;0;1,3;6982;
2017-07-29 14:00:00;23,06;10,1;607;44,48;0;0;1,3;6982;
2017-07-29 13:00:00;21,92;10,4;630;48,54;0;0;1,3;6992;
2017-07-29 12:00:00;20,44;10,4;589;53,31;0;0;1;6992;
2017-07-29 11:00:00;17,96;10,2;488;61,37;0;0;1;6992;
2017-07-29 10:00:00;15,21;9,9;336;71,47;0;0;0,7;6992;
2017-07-29 09:00:00;13,16;9,5;150;79,3;0;0;0,4;7000;
2017-07-29 08:00:00;11,73;9,3;16;85,94;0;5;0,5;6738;
2017-07-29 07:00:00;11,47;9,4;0;87,93;0;0;0,2;6650;
2017-07-29 06:00:00;11,61;9,6;0;88,57;0;0;0,2;6660;
2017-07-29 05:00:00;12,09;9,8;0;87,01;0;0;0,3;6660;
2017-07-29 04:00:00;12,53;10;0;85,24;0;0;0,3;6660;
2017-07-29 03:00:00;13,33;9,9;0;81,02;0;0;0,9;6668;
2017-07-29 02:00:00;13,74;10;0;79,23;0;0;1,1;6660;
2017-07-29 01:00:00;14,13;9,9;0;77,03;0;0;0,4;6668;
2017-07-29 00:00:00;14,93;10;0;73,05;0;0;1,9;6668;2,2
2017-07-28 23:00:00;15,29;9,8;0;70,62;0;0;1,4;6668;
2017-07-28 22:00:00;16,11;9,6;0;65,99;0;0;1,2;6678;
2017-07-28 21:00:00;17,25;9,3;0;60,41;0;0;1,7;6688;
2017-07-28 20:00:00;18,28;9,6;0;57,87;0;0;1,7;6688;
2017-07-28 19:00:00;18,43;9,8;0;57,99;0;0;0;6698;
2017-07-28 18:00:00;20,21;9,8;38;51,94;0;0;0,1;6766;
2017-07-28 17:00:00;22;10;203;47,16;0;0;0,8;6982;
2017-07-28 16:00:00;22,17;10;381;46,67;0;0;1,4;6992;
2017-07-28 15:00:00;22,16;10;523;46,5;0;0;1,5;6992;
2017-07-28 14:00:00;21,21;10,6;610;51,48;0;0;1,6;6992;
2017-07-28 13:00:00;19,77;10,9;631;57,23;0;0;1,5;6992;
2017-07-28 12:00:00;18,52;10,6;587;60,66;0;0;1,1;6992;
2017-07-28 11:00:00;16,61;9,9;485;65,27;0;0;1,2;6992;
2017-07-28 10:00:00;14,66;9,5;330;72,16;0;0;0,9;6992;
2017-07-28 09:00:00;12,67;9,1;147;79,61;0;0;0,5;6992;
2017-07-28 08:00:00;11,09;8,7;18;86,11;0;0;0,3;6678;
2017-07-28 07:00:00;10,68;8,7;0;88,44;0;0;0,2;6590;
2017-07-28 06:00:00;11,06;8,9;0;87,05;0;0;0,2;6582;
2017-07-28 05:00:00;12,21;8,9;0;81,24;0;0;1,5;6590;
2017-07-28 04:00:00;12,65;9,1;0;79,63;0;0;1,6;6590;
2017-07-28 03:00:00;13,26;9,3;0;77,66;0;0;1,9;6590;
2017-07-28 02:00:00;13,87;8,7;0;71,99;0;0;1;6600;
2017-07-28 01:00:00;14,78;7,5;0;62,34;0;0;0,9;6590;
2017-07-28 00:00:00;16,21;6,5;0;53,51;0;0;2,4;6590;1,7
2017-07-27 23:00:00;16,35;9,2;0;63,87;0;0;0,7;6600;
2017-07-27 22:00:00;17,15;11,7;0;71,25;0;0;0,2;6610;
2017-07-27 21:00:00;17,83;13,5;0;76,99;0;0;0;6610;
2017-07-27 20:00:00;19,36;13,6;0;69,86;0;0;0,1;6610;
2017-07-27 19:00:00;20,21;13,4;0;65,75;0;0;0,1;6650;
2017-07-27 18:00:00;22,11;13,1;33;57,25;0;0;0;6708;
2017-07-27 17:00:00;24,42;11,8;193;46,28;0;0;0,1;6972;
2017-07-27 16:00:00;24,94;12,2;370;45,71;0;0;0,2;6982;
2017-07-27 15:00:00;24,2;12,7;507;49,04;0;0;0,4;6982;
2017-07-27 14:00:00;23,14;12,8;589;53,01;0;0;0,7;6982;
2017-07-27 13:00:00;22,11;13;611;57,14;0;0;0,7;6982;
2017-07-27 12:00:00;20,39;12,4;568;61,13;0;0;0,4;6992;
2017-07-27 11:00:00;18,57;12,4;464;68,33;0,2;0;0,3;6992;
2017-07-27 10:00:00;16,12;11,6;314;75,26;0;20;0,3;6992;
2017-07-27 09:00:00;13,81;10,7;125;82,41;0;60;0,1;6992;
2017-07-27 08:00:00;12,62;10,4;16;87,22;0;60;0;6698;
2017-07-27 07:00:00;12,75;10,3;0;86,35;0;60;0;6610;
2017-07-27 06:00:00;12,58;11,2;0;92,48;0;60;0;6610;
2017-07-27 05:00:00;13,28;11,9;0;91,9;0;60;0;6610;
2017-07-27 04:00:00;14,23;11,9;0;86,88;0;60;0;6620;
2017-07-27 03:00:00;14,76;12,7;0;88,08;0;35;0;6630;
2017-07-27 02:00:00;15,17;13,3;0;89,42;0;0;0;6630;
2017-07-27 01:00:00;15,98;13,6;0;86,42;0;0;0;6630;
2017-07-27 00:00:00;16,49;13,6;0;84,01;0;0;0;6650;1,8
2017-07-26 23:00:00;17,37;13,7;0;80;0;0;0;6640;
2017-07-26 22:00:00;18,17;13,8;0;76,45;0;0;0,2;6650;
2017-07-26 21:00:00;18,43;13,6;0;74,44;0;0;0,3;6660;
2017-07-26 20:00:00;19,76;12;0;61,85;0;0;0,5;6660;
2017-07-26 19:00:00;20,44;11,5;0;57,1;0;0;0,4;6668;
2017-07-26 18:00:00;22,5;12,4;31;53,8;0;0;0,1;6708;
2017-07-26 17:00:00;25,12;12,3;183;45,57;0;0;0,3;6972;
2017-07-26 16:00:00;25,55;12,1;355;44,11;0;0;0,4;6982;
2017-07-26 15:00:00;25,15;12,1;497;45,01;0;0;0,8;6982;
2017-07-26 14:00:00;25,08;13;580;47,77;0;0;0,7;6982;
2017-07-26 13:00:00;23,4;12,1;602;49,76;0;0;1;6982;
2017-07-26 12:00:00;22,56;12,7;559;54,6;0;0;0,5;6982;
